Name,2020 Population,code,region_code,province_code,municipality_code,barangay_code
Lubigan,3249,2.0,93,931,93,2.0
Lumayang,1999,3.0,93,931,93,3.0
Lumbangan,4461,4.0,93,931,93,4.0
Lunzuran,13232,5.0,93,931,93,5.0
Maasin,9267,6.0,93,931,93,6.0
Malagutay,8265,7.0,93,931,93,7.0
Mampang,31975,8.0,93,931,93,8.0
Manalipa,2588,9.0,93,931,93,9.0
Mangusu,5608,0.0,93,931,93,0.0
Manicahan,11999,1.0,93,931,93,1.0
Mariki,6310,2.0,93,931,93,2.0
Mercedes,22321,3.0,93,931,93,3.0
Muti,3420,4.0,93,931,93,4.0
Pamucutan,4404,5.0,93,931,93,5.0
Pangapuyan,767,6.0,93,931,93,6.0
Panubigan,982,7.0,93,931,93,7.0
Pasilmanta,3138,8.0,93,931,93,8.0
Pasonanca,27215,9.0,93,931,93,9.0
Patalon,11127,0.0,93,931,93,0.0
Barangay Zone I ,4806,1.0,93,931,93,1.0
Barangay Zone II ,1802,2.0,93,931,93,2.0
Barangay Zone III ,1146,3.0,93,931,93,3.0
Barangay Zone IV ,1174,4.0,93,931,93,4.0
Putik,22271,5.0,93,931,93,5.0
Quiniput,4015,6.0,93,931,93,6.0
Recodo,23254,7.0,93,931,93,7.0
Rio Hondo,8827,8.0,93,931,93,8.0
Salaan,3623,9.0,93,931,93,9.0
San Jose Cawa-cawa,4292,0.0,93,931,93,0.0
San Jose Gusu,16260,1.0,93,931,93,1.0
San Roque,28829,2.0,93,931,93,2.0
Sangali,26758,3.0,93,931,93,3.0
Santa Barbara,6711,4.0,93,931,93,4.0
Santa Catalina,16644,5.0,93,931,93,5.0
Santa Maria,24133,6.0,93,931,93,6.0
Santo Niño,3888,7.0,93,931,93,7.0
Sibulao,4167,8.0,93,931,93,8.0
Sinubung,3601,9.0,93,931,93,9.0
Sinunoc,22918,0.0,93,931,93,0.0
Tagasilay,3998,1.0,93,931,93,1.0
Taguiti,1328,2.0,93,931,93,2.0
Talabaan,5907,3.0,93,931,93,3.0
Talisayan,11428,4.0,93,931,93,4.0
Talon-talon,37350,5.0,93,931,93,5.0
Taluksangay,9437,6.0,93,931,93,6.0
Tetuan,29621,7.0,93,931,93,7.0
Tictapul,3527,8.0,93,931,93,8.0
Tigbalabag,2109,9.0,93,931,93,9.0
Tigtabon,5365,0.0,93,931,93,0.0
Tolosa,3859,1.0,93,931,93,1.0
Tugbungan,26538,2.0,93,931,93,2.0
Tulungatung,11741,3.0,93,931,93,3.0
Tumaga,33399,4.0,93,931,93,4.0
Tumalutab,3436,5.0,93,931,93,5.0
Tumitus,2731,6.0,93,931,93,6.0
Vitali,10716,7.0,93,931,93,7.0
Capisan,1488,8.0,93,931,93,8.0
Camino Nuevo,7421,9.0,93,931,93,9.0
Licomo,5888,0.0,93,931,93,0.0
Kasanyangan,28819,1.0,93,931,93,1.0
Pasobolong,5624,2.0,93,931,93,2.0
Victoria,3393,3.0,93,931,93,3.0
Zambowood,12870,4.0,93,931,93,4.0
Baking,1568,1.0,90,907,90,1.0
Bagong Kahayag,1938,2.0,90,907,90,2.0
Biswangan,1924,3.0,90,907,90,3.0
Bululawan,1291,4.0,90,907,90,4.0
Dagum,530,5.0,90,907,90,5.0
Gasa,713,6.0,90,907,90,6.0
Gatub,1240,7.0,90,907,90,7.0
Poblacion,5260,8.0,90,907,90,8.0
Lukuan,504,9.0,90,907,90,9.0
Matalang,719,0.0,90,907,90,0.0
Sapang Pinoles,724,1.0,90,907,90,1.0
Sebuguey,741,2.0,90,907,90,2.0
Tiwales,612,3.0,90,907,90,3.0
Tubod,3795,4.0,90,907,90,4.0
Bogo Calabat,1230,1.0,90,907,90,1.0
Dawa,1020,2.0,90,907,90,2.0
Ebarle,515,3.0,90,907,90,3.0
Upper Bagong Tudela ,1725,4.0,90,907,90,4.0
Leonardo,900,5.0,90,907,90,5.0
Litapan,845,6.0,90,907,90,6.0
Lower Bagong Tudela,310,7.0,90,907,90,7.0
Mansanas,945,8.0,90,907,90,8.0
Moradji,545,9.0,90,907,90,9.0
Nemeño,533,0.0,90,907,90,0.0
Nopulan,1070,1.0,90,907,90,1.0
Sebukang,460,2.0,90,907,90,2.0
Tagaytay Hill,245,3.0,90,907,90,3.0
Gumahan ,1862,4.0,90,907,90,4.0
Balabawan,1282,1.0,90,907,90,1.0
Balong-balong,1375,2.0,90,907,90,2.0
Colojo,474,3.0,90,907,90,3.0
Liasan,1062,4.0,90,907,90,4.0
Liguac,788,5.0,90,907,90,5.0
Limbayan,1213,6.0,90,907,90,6.0
Lower Paniki-an,1383,7.0,90,907,90,7.0
Matin-ao,475,8.0,90,907,90,8.0
Panubigan,3463,9.0,90,907,90,9.0
Poblacion,8368,0.0,90,907,90,0.0
Punta Flecha,1895,1.0,90,907,90,1.0
Sugbay Dos,2169,2.0,90,907,90,2.0
Tongao,1093,3.0,90,907,90,3.0
Upper Paniki-an,1670,4.0,90,907,90,4.0
San Isidro,806,5.0,90,907,90,5.0
Bag-ong Baroy,446,1.0,90,907,90,1.0
Bag-ong Oroquieta,610,2.0,90,907,90,2.0
Barubuhan,942,3.0,90,907,90,3.0
Bulanay,927,4.0,90,907,90,4.0
Datagan,1317,5.0,90,907,90,5.0
Eastern Poblacion,1213,6.0,90,907,90,6.0
Lantawan,746,7.0,90,907,90,7.0
Libertad,640,8.0,90,907,90,8.0
Lumangoy,503,9.0,90,907,90,9.0
New Carmen,899,0.0,90,907,90,0.0
Picturan,1095,1.0,90,907,90,1.0
Poblacion,3451,2.0,90,907,90,2.0
Rizal,1205,3.0,90,907,90,3.0
San Miguel,401,4.0,90,907,90,4.0
Santo Niño,1182,5.0,90,907,90,5.0
Sawa,426,6.0,90,907,90,6.0
Tungawan,1840,7.0,90,907,90,7.0
Upper Sicpao,1218,8.0,90,907,90,8.0
Bui-os,1479,1.0,90,907,90,1.0
Cogon,1574,2.0,90,907,90,2.0
Danan,2609,3.0,90,907,90,3.0
Kabatan,5059,4.0,90,907,90,4.0
Kapatagan,1716,5.0,90,907,90,5.0
Limason,1683,6.0,90,907,90,6.0
Linoguayan,930,7.0,90,907,90,7.0
Lumbal,1282,8.0,90,907,90,8.0
Lunib,1714,9.0,90,907,90,9.0
Maculay,984,0.0,90,907,90,0.0
Maraya,1430,1.0,90,907,90,1.0
Sagucan,1272,2.0,90,907,90,2.0
Waling-waling,1818,3.0,90,907,90,3.0
Ambulon,1302,4.0,90,907,90,4.0
Bagong Oroquieta,1806,1.0,90,907,90,1.0
Baguitan,1278,2.0,90,907,90,2.0
Balongating,2160,3.0,90,907,90,3.0
Canunan,1992,4.0,90,907,90,4.0
Dacsol,489,5.0,90,907,90,5.0
Dagohoy,767,6.0,90,907,90,6.0
Dalapang,967,7.0,90,907,90,7.0
Datagan,688,8.0,90,907,90,8.0
Poblacion,5463,9.0,90,907,90,9.0
Guling,1595,0.0,90,907,90,0.0
Katipunan,1214,1.0,90,907,90,1.0
Lintum,453,2.0,90,907,90,2.0
Litan,459,3.0,90,907,90,3.0
Magting,319,4.0,90,907,90,4.0
Regla,976,5.0,90,907,90,5.0
Sikatuna,422,6.0,90,907,90,6.0
Singclot,690,7.0,90,907,90,7.0
Begong,3598,1.0,90,907,90,1.0
Busol,718,2.0,90,907,90,2.0
Caluma,560,3.0,90,907,90,3.0
Diana Countryside,777,4.0,90,907,90,4.0
Guinlin,790,5.0,90,907,90,5.0
Lacarayan,569,6.0,90,907,90,6.0
Lacupayan,937,7.0,90,907,90,7.0
Libayoy,859,8.0,90,907,90,8.0
Limas,1116,9.0,90,907,90,9.0
Longmot,1245,0.0,90,907,90,0.0
Maragang,1810,1.0,90,907,90,1.0
Mate,1061,2.0,90,907,90,2.0
Nangan-nangan,699,3.0,90,907,90,3.0
New Tuburan,523,4.0,90,907,90,4.0
Nilo,1607,5.0,90,907,90,5.0
Tigbao,3042,6.0,90,907,90,6.0
Timolan,752,7.0,90,907,90,7.0
Upper Nilo,1012,8.0,90,907,90,8.0
Alegria,744,1.0,90,908,90,1.0
Milagrosa,1505,2.0,90,908,90,2.0
Bella,1459,4.0,90,908,90,4.0
Calades,963,5.0,90,908,90,5.0
Dawa-dawa,2854,6.0,90,908,90,6.0
Gulayon,1494,7.0,90,908,90,7.0
Ilisan,812,8.0,90,908,90,8.0
Kawayan,2084,9.0,90,908,90,9.0
Kauswagan,789,0.0,90,908,90,0.0
La Paz,1626,1.0,90,908,90,1.0
Lambuyogan,1259,2.0,90,908,90,2.0
Lapirawan,1242,3.0,90,908,90,3.0
Litayon,1180,4.0,90,908,90,4.0
Lutiman,1693,5.0,90,908,90,5.0
Naga-naga,2057,6.0,90,908,90,6.0
Pandan-pandan,1379,7.0,90,908,90,7.0
Payongan,1342,8.0,90,908,90,8.0
Poblacion,4640,9.0,90,908,90,9.0
Santa Maria,983,0.0,90,908,90,0.0
Santo Niño,1077,1.0,90,908,90,1.0
Talaptap,1298,2.0,90,908,90,2.0
Tampalan,1167,3.0,90,908,90,3.0
Tandiong Muslim,1116,4.0,90,908,90,4.0
Timbang-timbang,1599,5.0,90,908,90,5.0
Bagong Buhay,611,6.0,90,908,90,6.0
Concepcion,1637,7.0,90,908,90,7.0
Kapatagan,846,8.0,90,908,90,8.0
Basalem,1270,2.0,90,908,90,2.0
Bawang,1137,3.0,90,908,90,3.0
Bulaan,476,4.0,90,908,90,4.0
Compostela,1053,5.0,90,908,90,5.0
Del Monte,2786,6.0,90,908,90,6.0
Guitom,363,8.0,90,908,90,8.0
Guminta,931,9.0,90,908,90,9.0
Labrador,2048,0.0,90,908,90,0.0
Lantawan,418,1.0,90,908,90,1.0
Mabuhay,723,2.0,90,908,90,2.0
Maganay,2152,3.0,90,908,90,3.0
Manlin,1305,4.0,90,908,90,4.0
Muyo,1576,5.0,90,908,90,5.0
Pamintayan,1471,6.0,90,908,90,6.0
Poblacion,7870,7.0,90,908,90,7.0
Talamimi,955,9.0,90,908,90,9.0
Villacastor,2129,0.0,90,908,90,0.0
Agutayan,331,1.0,90,908,90,1.0
Bagong Borbon,382,2.0,90,908,90,2.0
Bliss,3209,3.0,90,908,90,3.0
Danlugan,425,4.0,90,908,90,4.0
Pling,838,5.0,90,908,90,5.0
Pulog,705,6.0,90,908,90,6.0
San Jose,535,7.0,90,908,90,7.0
Talairan,728,8.0,90,908,90,8.0
Datu Panas,2247,9.0,90,908,90,9.0
Guintuloan,362,0.0,90,908,90,0.0
Balangao,2202,1.0,90,908,90,1.0
Pilar,1195,3.0,90,908,90,3.0
Poblacion,5251,4.0,90,908,90,4.0
Ditay,2594,5.0,90,908,90,5.0
Gaulan,1519,6.0,90,908,90,6.0
Goling,607,7.0,90,908,90,7.0
Guinoman,4928,8.0,90,908,90,8.0
Kauswagan,1948,0.0,90,908,90,0.0
Lindang,841,1.0,90,908,90,1.0
Lobing,480,2.0,90,908,90,2.0
Paradise,1058,5.0,90,908,90,5.0
Sampoli A,478,6.0,90,908,90,6.0
Songcuya,1087,7.0,90,908,90,7.0
Santa Cruz,856,8.0,90,908,90,8.0
Butong,895,9.0,90,908,90,9.0
Sampoli B,1463,5.0,90,908,90,5.0
Luop,886,6.0,90,908,90,6.0
Manangon,595,7.0,90,908,90,7.0
Mejo,912,8.0,90,908,90,8.0
Natan,1404,9.0,90,908,90,9.0
Tinongtongan,1003,0.0,90,908,90,0.0
Tuno,383,1.0,90,908,90,1.0
Lower Baluran,1726,1.0,90,908,90,1.0
Baluyan,553,2.0,90,908,90,2.0
Cana-an,904,3.0,90,908,90,3.0
Dumpoc,971,4.0,90,908,90,4.0
Gandiangan,2228,5.0,90,908,90,5.0
Israel,754,6.0,90,908,90,6.0
La Victoria,1641,7.0,90,908,90,7.0
Lumpanac,996,8.0,90,908,90,8.0
Little Baguio,1667,9.0,90,908,90,9.0
Lumbog,1097,0.0,90,908,90,0.0
Mali Little Baguio,412,1.0,90,908,90,1.0
Poblacion,5195,2.0,90,908,90,2.0
San Jose,2789,3.0,90,908,90,3.0
Santa Barbara,1797,4.0,90,908,90,4.0
Balugo,1230,5.0,90,908,90,5.0
Balungisan,576,6.0,90,908,90,6.0
Pulawan,798,7.0,90,908,90,7.0
Upper Baluran,686,8.0,90,908,90,8.0
Bacalan,1426,1.0,90,908,90,1.0
Bangkerohan,4161,2.0,90,908,90,2.0
Bulu-an,4016,3.0,90,908,90,3.0
Don Andres,7104,6.0,90,908,90,6.0
Guituan,2079,8.0,90,908,90,8.0
Ipil Heights,4026,9.0,90,908,90,9.0
Labi,645,2.0,90,908,90,2.0
Lower Ipil Heights,1516,3.0,90,908,90,3.0
Lower Taway,2608,5.0,90,908,90,5.0
Lumbia,731,6.0,90,908,90,6.0
Magdaup,5905,8.0,90,908,90,8.0
Pangi,4549,2.0,90,908,90,2.0
Poblacion,4654,3.0,90,908,90,3.0
Sanito,9739,4.0,90,908,90,4.0
Suclema,1271,7.0,90,908,90,7.0
Taway,5130,9.0,90,908,90,9.0
Tenan,1945,0.0,90,908,90,0.0
Tiayon,4958,2.0,90,908,90,2.0
Timalang,2225,4.0,90,908,90,4.0
Tomitom,1045,5.0,90,908,90,5.0
Upper Pangi,2349,7.0,90,908,90,7.0
Veteran's Village,9502,8.0,90,908,90,8.0
Makilas,2736,9.0,90,908,90,9.0
Caparan,1538,0.0,90,908,90,0.0
Domandan,522,1.0,90,908,90,1.0
Doña Josefa,1208,2.0,90,908,90,2.0
Logan,846,3.0,90,908,90,3.0
Maasin,967,4.0,90,908,90,4.0
Banker,1426,2.0,90,908,90,2.0
Bolo Batallion,1776,3.0,90,908,90,3.0
Buayan,2420,4.0,90,908,90,4.0
Cainglet,2562,6.0,90,908,90,6.0
Calapan,1090,7.0,90,908,90,7.0
Calubihan,2443,8.0,90,908,90,8.0
Concepcion,3854,9.0,90,908,90,9.0
Dipala,824,0.0,90,908,90,0.0
Gacbusan,904,1.0,90,908,90,1.0
Goodyear,2565,2.0,90,908,90,2.0
Lacnapan,676,3.0,90,908,90,3.0
Little Baguio,550,4.0,90,908,90,4.0
Lumbayao,2905,5.0,90,908,90,5.0
Timuay Danda,2375,6.0,90,908,90,6.0
Nazareth,2383,7.0,90,908,90,7.0
Palinta,1491,8.0,90,908,90,8.0
Peñaranda,1253,9.0,90,908,90,9.0
Poblacion,1670,0.0,90,908,90,0.0
Riverside,2797,1.0,90,908,90,1.0
Sanghanan,1695,2.0,90,908,90,2.0
Santa Cruz,1662,3.0,90,908,90,3.0
Sayao,449,4.0,90,908,90,4.0
Simbol,1802,5.0,90,908,90,5.0
Sininan,1284,6.0,90,908,90,6.0
Shiolan,527,7.0,90,908,90,7.0
Tampilisan,880,8.0,90,908,90,8.0
Tamin,379,9.0,90,908,90,9.0
Tigbangagan,1412,0.0,90,908,90,0.0
Diampak,830,1.0,90,908,90,1.0
Abunda,893,1.0,90,908,90,1.0
Bagong Silang,1596,2.0,90,908,90,2.0
Bangkaw-bangkaw,1750,3.0,90,908,90,3.0
Caliran,2828,7.0,90,908,90,7.0
Catipan,1486,8.0,90,908,90,8.0
Tandu-Comot,1426,0.0,90,908,90,0.0
Kauswagan,1600,1.0,90,908,90,1.0
Ligaya,1799,3.0,90,908,90,3.0
Looc-Barlak,2297,4.0,90,908,90,4.0
Malinao,3788,5.0,90,908,90,5.0
Pamansaan,1155,7.0,90,908,90,7.0
Pinalim,1573,8.0,90,908,90,8.0
Poblacion,4765,9.0,90,908,90,9.0
Punawan,1466,0.0,90,908,90,0.0
Santo Niño,1321,3.0,90,908,90,3.0
Sawa,3027,4.0,90,908,90,4.0
Sioton,842,5.0,90,908,90,5.0
Taguisian,3778,6.0,90,908,90,6.0
Bacao,563,1.0,90,908,90,1.0
Basak-bawang,656,2.0,90,908,90,2.0
Camanga,1229,3.0,90,908,90,3.0
Candiis,1579,5.0,90,908,90,5.0
Catituan,1033,6.0,90,908,90,6.0
Dansulao,1632,7.0,90,908,90,7.0
Del Pilar,660,8.0,90,908,90,8.0
Guilawa,1691,1.0,90,908,90,1.0
Kigay,2287,3.0,90,908,90,3.0
La Dicha,3152,4.0,90,908,90,4.0
Lipacan,1422,6.0,90,908,90,6.0
Logpond,560,8.0,90,908,90,8.0
Mabini,1288,0.0,90,908,90,0.0
Malungon,817,1.0,90,908,90,1.0
Mulom,473,3.0,90,908,90,3.0
Overland,695,5.0,90,908,90,5.0
Palalian,441,6.0,90,908,90,6.0
Payag,693,7.0,90,908,90,7.0
Poblacion,7327,8.0,90,908,90,8.0
Rebocon,447,1.0,90,908,90,1.0
San Vicente,578,2.0,90,908,90,2.0
Sinusayan,718,6.0,90,908,90,6.0
Tackling,875,8.0,90,908,90,8.0
Tigabon,837,9.0,90,908,90,9.0
Bontong,369,0.0,90,908,90,0.0
Aguinaldo,1860,1.0,90,908,90,1.0
Baga,2022,2.0,90,908,90,2.0
Baluno,1856,3.0,90,908,90,3.0
Cabong,342,4.0,90,908,90,4.0
Gubawang,746,5.0,90,908,90,5.0
Kaliantana,2669,6.0,90,908,90,6.0
La Paz,2414,7.0,90,908,90,7.0
Lower Sulitan,921,8.0,90,908,90,8.0
Mamagon,2067,0.0,90,908,90,0.0
Marsolo,1937,1.0,90,908,90,1.0
Poblacion,3348,2.0,90,908,90,2.0
San Isidro,1503,3.0,90,908,90,3.0
Santa Clara,2264,4.0,90,908,90,4.0
Crossing Sta. Clara,3079,5.0,90,908,90,5.0
Sulo,2930,6.0,90,908,90,6.0
Tambanan,1720,7.0,90,908,90,7.0
Taytay Manubo,1465,8.0,90,908,90,8.0
Upper Sulitan,1872,9.0,90,908,90,9.0
Bangkaw-bangkaw,1014,0.0,90,908,90,0.0
Guintoloan,1162,1.0,90,908,90,1.0
Sandayong,2056,2.0,90,908,90,2.0
Tilubog,941,3.0,90,908,90,3.0
Tipan,1555,4.0,90,908,90,4.0
Bateria,1478,2.0,90,908,90,2.0
Kahayagan,1213,3.0,90,908,90,3.0
Calais,2886,5.0,90,908,90,5.0
Esperanza,923,6.0,90,908,90,6.0
Fama,1763,7.0,90,908,90,7.0
Galas,2017,9.0,90,908,90,9.0
Gandaan,1379,0.0,90,908,90,0.0
Looc Sapi,1141,2.0,90,908,90,2.0
Matim,1050,4.0,90,908,90,4.0
Noque,1007,5.0,90,908,90,5.0
Solar ,9263,6.0,90,908,90,6.0
Pulo Laum,1154,7.0,90,908,90,7.0
Pulo Mabao,3422,8.0,90,908,90,8.0
San Isidro,856,9.0,90,908,90,9.0
Santa Maria,1346,0.0,90,908,90,0.0
Tambanan,2444,4.0,90,908,90,4.0
Villacorte,2137,5.0,90,908,90,5.0
Villagonzalo,1590,6.0,90,908,90,6.0
San Jose,1369,7.0,90,908,90,7.0
Balian,1393,1.0,90,908,90,1.0
Balungisan,1954,2.0,90,908,90,2.0
Bulacan,961,3.0,90,908,90,3.0
Bulawan,3472,4.0,90,908,90,4.0
Calape,801,5.0,90,908,90,5.0
Dalama,601,6.0,90,908,90,6.0
Fatima,569,7.0,90,908,90,7.0
Guintolan,1850,8.0,90,908,90,8.0
Katipunan,1665,9.0,90,908,90,9.0
Kima,1240,0.0,90,908,90,0.0
Kulasian,1171,1.0,90,908,90,1.0
Labatan,1641,2.0,90,908,90,2.0
Mountain View,526,3.0,90,908,90,3.0
Nanan,908,4.0,90,908,90,4.0
Poblacion,5798,5.0,90,908,90,5.0
San Roque,483,6.0,90,908,90,6.0
San Vicente,704,7.0,90,908,90,7.0
Mayabo,322,8.0,90,908,90,8.0
Minundas,725,9.0,90,908,90,9.0
Talaptap,408,0.0,90,908,90,0.0
Balogo,581,1.0,90,908,90,1.0
Binangonan,703,2.0,90,908,90,2.0
Guiwan,2062,3.0,90,908,90,3.0
Kulisap,892,4.0,90,908,90,4.0
La Fortuna,734,5.0,90,908,90,5.0
San Isidro,711,6.0,90,908,90,6.0
Silal,888,7.0,90,908,90,7.0
Sumilong,526,8.0,90,908,90,8.0
Upper Sumilong,663,9.0,90,908,90,9.0
Balansag,750,1.0,90,908,90,1.0
Calula,1116,2.0,90,908,90,2.0
Casacon,1191,3.0,90,908,90,3.0
Gango,1564,4.0,90,908,90,4.0
Katipunan,3316,5.0,90,908,90,5.0
Kulambugan,1697,6.0,90,908,90,6.0
Mabini,1739,7.0,90,908,90,7.0
Magsaysay,1885,8.0,90,908,90,8.0
New Antique,899,9.0,90,908,90,9.0
New Sagay,1460,0.0,90,908,90,0.0
Pres. Roxas,2779,1.0,90,908,90,1.0
San Antonio,1455,2.0,90,908,90,2.0
San Fernandino,2425,3.0,90,908,90,3.0
San Jose,769,4.0,90,908,90,4.0
Siawang,1532,5.0,90,908,90,5.0
Silingan,1599,6.0,90,908,90,6.0
Surabay,1666,7.0,90,908,90,7.0
Tilasan,1060,8.0,90,908,90,8.0
Tupilac,1435,9.0,90,908,90,9.0
Ali Alsree,2928,0.0,90,908,90,0.0
Don Perfecto,3364,1.0,90,908,90,1.0
Malubal,2295,2.0,90,908,90,2.0
Palmera,780,3.0,90,908,90,3.0
Remedios,813,4.0,90,908,90,4.0
Santo Rosario,1868,5.0,90,908,90,5.0
Taruc,1190,6.0,90,908,90,6.0
Balucanan,1813,1.0,90,908,90,1.0
Balagon,2798,2.0,90,908,90,2.0
Balingasan,717,5.0,90,908,90,5.0
Batu,3670,6.0,90,908,90,6.0
Buyogan,1170,8.0,90,908,90,8.0
Camanga,862,0.0,90,908,90,0.0
Coloran,1835,1.0,90,908,90,1.0
Kimos,1259,8.0,90,908,90,8.0
Labasan,980,1.0,90,908,90,1.0
Laih,1027,2.0,90,908,90,2.0
Magsaysay,348,3.0,90,908,90,3.0
Mahayahay,833,4.0,90,908,90,4.0
Maligaya,903,5.0,90,908,90,5.0
Maniha,984,6.0,90,908,90,6.0
Minsulao,1121,7.0,90,908,90,7.0
Mirangan,1559,8.0,90,908,90,8.0
Monching,4169,9.0,90,908,90,9.0
Paruk,1483,3.0,90,908,90,3.0
Poblacion,2395,6.0,90,908,90,6.0
Princesa Sumama,311,7.0,90,908,90,7.0
Sibuguey,994,0.0,90,908,90,0.0
Bagong Silang,637,1.0,90,908,90,1.0
Bataan,1136,2.0,90,908,90,2.0
Lagting,761,3.0,90,908,90,3.0
Logpond,2150,4.0,90,908,90,4.0
Salinding,1964,5.0,90,908,90,5.0
San Isidro,659,6.0,90,908,90,6.0
Siloh,1635,7.0,90,908,90,7.0
Villagracia,412,8.0,90,908,90,8.0
Aurora,610,1.0,90,908,90,1.0
Baganipay,1875,2.0,90,908,90,2.0
Bolingan,838,3.0,90,908,90,3.0
Bualan,1023,4.0,90,908,90,4.0
Cawilan,1735,5.0,90,908,90,5.0
Florida,1146,6.0,90,908,90,6.0
Kasigpitan,1597,7.0,90,908,90,7.0
Laparay,3045,8.0,90,908,90,8.0
Mahayahay,1042,9.0,90,908,90,9.0
Moalboal,1473,0.0,90,908,90,0.0
Sagay,1543,1.0,90,908,90,1.0
Samonte,803,2.0,90,908,90,2.0
Poblacion,9315,3.0,90,908,90,3.0
Tuburan,1828,4.0,90,908,90,4.0
Achasol,2060,1.0,90,908,90,1.0
Bangco,1884,2.0,90,908,90,2.0
Camanga,1326,3.0,90,908,90,3.0
Culasian,1466,4.0,90,908,90,4.0
Dalangin,2734,5.0,90,908,90,5.0
Dalisay,1312,7.0,90,908,90,7.0
Gomotoc,651,8.0,90,908,90,8.0
Imelda,898,9.0,90,908,90,9.0
Kipit,1899,0.0,90,908,90,0.0
Kitabog,4272,1.0,90,908,90,1.0
La Libertad,847,2.0,90,908,90,2.0
Longilog,892,3.0,90,908,90,3.0
Mabini,1381,4.0,90,908,90,4.0
Malagandis,1464,5.0,90,908,90,5.0
Mate,941,6.0,90,908,90,6.0
Moalboal,605,7.0,90,908,90,7.0
Namnama,2877,8.0,90,908,90,8.0
New Canaan,612,9.0,90,908,90,9.0
Palomoc,3984,0.0,90,908,90,0.0
Poblacion,8799,1.0,90,908,90,1.0
Pulidan,1230,3.0,90,908,90,3.0
San Antonio,2854,4.0,90,908,90,4.0
Santa Fe,1557,5.0,90,908,90,5.0
Supit,1019,6.0,90,908,90,6.0
Tugop,1384,7.0,90,908,90,7.0
Tugop Muslim,528,8.0,90,908,90,8.0
Dalangin Muslim,1133,9.0,90,908,90,9.0
Poblacion Muslim,721,0.0,90,908,90,0.0
Azusano,1228,1.0,90,908,90,1.0
San Isidro,1436,2.0,90,908,90,2.0
Baluran,2334,1.0,90,908,90,1.0
Cayamcam,1988,2.0,90,908,90,2.0
Langon,2009,4.0,90,908,90,4.0
Libertad ,6061,5.0,90,908,90,5.0
Linguisan,1159,6.0,90,908,90,6.0
Looc-labuan,1528,7.0,90,908,90,7.0
Lower Tungawan,2371,8.0,90,908,90,8.0
Malungon,1791,9.0,90,908,90,9.0
San Pedro,2878,0.0,90,908,90,0.0
Tigbanuang,1982,1.0,90,908,90,1.0
Tigbucay,1240,2.0,90,908,90,2.0
Upper Tungawan,1378,3.0,90,908,90,3.0
San Vicente,1111,4.0,90,908,90,4.0
Batungan,1467,5.0,90,908,90,5.0
Loboc,1777,6.0,90,908,90,6.0
San Isidro,2179,7.0,90,908,90,7.0
Datu Tumanggong,1829,8.0,90,908,90,8.0
Sisay,2184,9.0,90,908,90,9.0
Gaycon,1119,0.0,90,908,90,0.0
Little Margos,465,1.0,90,908,90,1.0
Santo Niño,1556,2.0,90,908,90,2.0
Taglibas,1275,3.0,90,908,90,3.0
Tigpalay,2230,4.0,90,908,90,4.0
Masao,1408,5.0,90,908,90,5.0
Timbabauan,1178,6.0,90,908,90,6.0
Aguada,5452,2.0,99,990,99,2.0
Balatanay,637,4.0,99,990,99,4.0
Baluno,3275,5.0,99,990,99,5.0
Begang,3347,6.0,99,990,99,6.0
Binuangan,2615,7.0,99,990,99,7.0
Busay,2146,8.0,99,990,99,8.0
Cabunbata,4071,0.0,99,990,99,0.0
Calvario,1344,1.0,99,990,99,1.0
Carbon,4362,2.0,99,990,99,2.0
Diki,6191,3.0,99,990,99,3.0
Isabela Eastside ,2908,4.0,99,990,99,4.0
Isabela Proper ,1386,5.0,99,990,99,5.0
Dona Ramona T. Alano,1067,6.0,99,990,99,6.0
Kapatagan Grande,1542,7.0,99,990,99,7.0
Kaumpurnah Zone I,3411,8.0,99,990,99,8.0
Kaumpurnah Zone II,3888,9.0,99,990,99,9.0
Kaumpurnah Zone III,2856,0.0,99,990,99,0.0
Kumalarang,1293,1.0,99,990,99,1.0
La Piedad ,2292,2.0,99,990,99,2.0
Lampinigan,1561,3.0,99,990,99,3.0
Lanote,5737,4.0,99,990,99,4.0
Lukbuton,2268,7.0,99,990,99,7.0
Lumbang,1965,9.0,99,990,99,9.0
Makiri,609,0.0,99,990,99,0.0
Maligue,2606,1.0,99,990,99,1.0
Marang-marang,1424,3.0,99,990,99,3.0
Marketsite ,4184,4.0,99,990,99,4.0
Menzi,4571,6.0,99,990,99,6.0
Panigayan,2791,8.0,99,990,99,8.0
Panunsulan,1384,9.0,99,990,99,9.0
Port Area ,1509,0.0,99,990,99,0.0
Riverside,1883,1.0,99,990,99,1.0
San Rafael,7917,2.0,99,990,99,2.0
Santa Barbara,2407,3.0,99,990,99,3.0
Santa Cruz ,916,4.0,99,990,99,4.0
Seaside ,328,5.0,99,990,99,5.0
Sumagdang,10100,7.0,99,990,99,7.0
Sunrise Village ,2746,9.0,99,990,99,9.0
Tabiawan,2158,0.0,99,990,99,0.0
Tabuk ,7008,1.0,99,990,99,1.0
Timpul,1642,5.0,99,990,99,5.0
Kapayawan,897,7.0,99,990,99,7.0
Masula,1861,8.0,99,990,99,8.0
Small Kapatagan,649,9.0,99,990,99,9.0
Tampalan,5175,0.0,99,990,99,0.0
Balintad,654,1.0,10,100,10,1.0
Buenavista,634,2.0,10,100,10,2.0
